RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	8.758913e-01	1.000000e+00	2.500000e+00	2.500000e+00	2.750000e+00	2.750000e+00	-7.500000e-01	-1.500000e+00	5.000000e-01	-3.000000e+00	0.000000e+00	2.000000e+00
2	1.162888e+00	1.000000e+00	7.543741e-01	2.004902e-01	5.736803e-01	-4.651584e-01	-3.615762e-01	-5.194193e-01	6.961161e-01	-1.038839e+00	2.220446e-14	2.000000e+00
3	5.690833e-01	2.000000e+00	2.901164e-01	1.839231e-01	8.537518e-01	-9.635641e-09	-1.402165e-01	-4.268759e-01	3.284712e-01	-8.537518e-01	0.000000e+00	2.000000e+00
4	5.691880e-01	2.000000e+00	2.924218e-01	1.434647e-01	7.573849e-01	1.464515e-09	-1.461840e-01	-3.786925e-01	3.860231e-01	-7.573849e-01	0.000000e+00	2.000000e+00
5	5.691417e-01	2.000000e+00	2.896526e-01	1.450438e-01	7.984168e-01	3.053184e-10	-1.440945e-01	-3.992084e-01	3.609506e-01	-7.984168e-01	0.000000e+00	2.000000e+00
6	5.691605e-01	2.000000e+00	2.905172e-01	1.453364e-01	7.806498e-01	8.085709e-10	-1.450852e-01	-3.903249e-01	3.717037e-01	-7.806498e-01	0.000000e+00	2.000000e+00
7	5.691546e-01	2.000000e+00	2.900836e-01	1.453908e-01	7.882880e-01	5.883044e-10	-1.446751e-01	-3.941440e-01	3.670615e-01	-7.882880e-01	0.000000e+00	2.000000e+00
8	1.000000e+00	2.000000e+00	2.902591e-01	1.454009e-01	7.849940e-01	6.829116e-10	-1.448549e-01	-3.924970e-01	3.690599e-01	-7.849940e-01	0.000000e+00	2.000000e+00
9	1.000000e+00	2.000000e+00	2.901814e-01	1.454028e-01	7.864127e-01	6.420687e-10	-1.447780e-01	-3.932063e-01	3.681986e-01	-7.864127e-01	0.000000e+00	2.000000e+00
10	1.000000e+00	2.000000e+00	2.902145e-01	1.454031e-01	7.858014e-01	6.596528e-10	-1.448112e-01	-3.929007e-01	3.685696e-01	-7.858014e-01	0.000000e+00	2.000000e+00
11	1.000000e+00	2.000000e+00	2.902002e-01	1.454032e-01	7.860647e-01	6.520743e-10	-1.447969e-01	-3.930324e-01	3.684097e-01	-7.860647e-01	0.000000e+00	2.000000e+00
12	1.000000e+00	2.000000e+00	2.902063e-01	1.454032e-01	7.859512e-01	6.553390e-10	-1.448031e-01	-3.929756e-01	3.684786e-01	-7.859512e-01	0.000000e+00	2.000000e+00
13	1.000000e+00	2.000000e+00	2.902037e-01	1.454032e-01	7.860001e-01	6.539322e-10	-1.448004e-01	-3.930001e-01	3.684489e-01	-7.860001e-01	0.000000e+00	2.000000e+00
14	1.000000e+00	2.000000e+00	2.902048e-01	1.454032e-01	7.859791e-01	6.545382e-10	-1.448016e-01	-3.929895e-01	3.684617e-01	-7.859791e-01	0.000000e+00	2.000000e+00
15	1.000000e+00	2.000000e+00	2.902043e-01	1.454032e-01	7.859881e-01	6.542773e-10	-1.448011e-01	-3.929941e-01	3.684562e-01	-7.859881e-01	0.000000e+00	2.000000e+00
16	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859842e-01	6.543898e-10	-1.448013e-01	-3.929921e-01	3.684586e-01	-7.859842e-01	0.000000e+00	2.000000e+00
17	1.000000e+00	2.000000e+00	2.902044e-01	1.454032e-01	7.859859e-01	6.543412e-10	-1.448012e-01	-3.929930e-01	3.684575e-01	-7.859859e-01	0.000000e+00	2.000000e+00
18	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859852e-01	6.543622e-10	-1.448013e-01	-3.929926e-01	3.684580e-01	-7.859852e-01	0.000000e+00	2.000000e+00
19	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859855e-01	6.543530e-10	-1.448012e-01	-3.929928e-01	3.684578e-01	-7.859855e-01	0.000000e+00	2.000000e+00
20	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	6.543569e-10	-1.448013e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
21	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	6.543552e-10	-1.448012e-01	-3.929927e-01	3.684578e-01	-7.859854e-01	0.000000e+00	2.000000e+00
22	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	6.543560e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
23	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	6.543557e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
24	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	6.543559e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
25		2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	6.543558e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
