RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	6.862714e-01	1.000000e+00	-1.325000e+01	-1.325000e+01	-3.500000e+00	-3.500000e+00	2.300000e+01	1.302000e+01	-4.800000e-01	0.000000e+00	0.000000e+00	-1.980000e+00
2	5.790034e-01	1.000000e+00	-7.952618e+00	2.541071e+00	-3.079977e+00	-2.595256e+00	1.275534e+01	8.896906e+00	-2.428806e+00	6.094801e-01	0.000000e+00	-2.959235e+00
3	4.799252e-01	1.000000e+00	-3.931858e+00	-3.381241e-02	-2.119816e+00	-1.463430e+00	5.934209e+00	4.881558e+00	-3.492083e+00	6.572051e-01	2.220446e-14	-3.022637e+00
4	-1.000000e+00	1.000000e+00	-1.044425e+00	-1.060758e+00	-2.724696e-01	-1.037520e+00	1.576712e+00	1.822566e+00	-2.492326e+00	-3.316554e-01	-1.110223e-14	-1.140498e+00
5	-1.000000e+00	5.000000e-01	-2.781648e-02	-1.520704e+00	8.457822e-01	-4.737457e-01						
6	7.049438e-01	2.500000e-01	-2.861206e-01	-2.442084e-01	4.742216e-01	-3.513701e-01						
7	-1.000000e+00	2.500000e-01	-6.027727e-01	2.065395e-01	1.477674e-01	-4.308562e-01	9.054262e-01	1.539372e+00	-1.751084e+00	-4.891718e-01	0.000000e+00	-2.743221e-01
8	7.944578e-01	1.250000e-01	-2.776678e-01	4.527067e-02	4.905130e-01	-5.178991e-02						
9	-1.000000e+00	1.250000e-01	-4.245952e-01	1.895871e-01	3.285184e-01	-1.872190e-01	6.374222e-01	1.320064e+00	-1.442758e+00	-4.989179e-01	0.000000e+00	1.130409e-01
10	8.710060e-01	6.250000e-02	-2.789040e-01	1.161580e-01	4.873396e-01	5.960318e-09						
11	-1.000000e+00	6.250000e-02	-3.470802e-01	1.681409e-01	4.123575e-01	-8.126250e-02	5.209853e-01	1.201537e+00	-1.296637e+00	-4.901642e-01	0.000000e+00	3.005110e-01
12	9.266128e-01	3.125000e-02	-2.892395e-01	1.394465e-01	4.856720e-01	7.632017e-09						
13	-1.000000e+00	6.250000e-02	-3.112408e-01	1.545053e-01	4.527138e-01	-3.049098e-02	4.671699e-01	1.140767e+00	-1.224984e+00	-4.825953e-01	0.000000e+00	3.931455e-01
14	-1.000000e+00	3.125000e-02	-2.894396e-01	1.395618e-01	4.916263e-01	2.616983e-09						
15	9.612555e-01	1.562500e-02	-2.892740e-01	1.436374e-01	4.830344e-01	7.338073e-09						
16	-1.000000e+00	3.125000e-02	-2.940519e-01	1.469636e-01	4.725078e-01	-5.557842e-03	4.413629e-01	1.110069e+00	-1.189453e+00	-4.780306e-01	0.000000e+00	4.392316e-01
17	-1.000000e+00	1.562500e-02	-2.886638e-01	1.433193e-01	4.853837e-01	2.341222e-09						
18	-1.000000e+00	7.812500e-03	-2.893149e-01	1.446574e-01	4.810523e-01	2.499612e-09						
19	9.671616e-01	3.906250e-03	-2.897999e-01	1.451296e-01	4.787803e-01	2.415032e-09						
20	-1.000000e+00	7.812500e-03	-2.901592e-01	1.453494e-01	4.773318e-01	1.685157e-09	4.355731e-01	1.097385e+00	-1.186658e+00	-4.773585e-01	0.000000e+00	4.455959e-01
21	-1.000000e+00	3.906250e-03	-2.895977e-01	1.451058e-01	4.795407e-01	2.571892e-09						
22	-1.000000e+00	1.953125e-03	-2.898582e-01	1.452726e-01	4.784482e-01	2.589178e-09						
23	-1.000000e+00	9.765625e-04	-2.899967e-01	1.453429e-01	4.779013e-01	2.596404e-09						
24	-1.000000e+00	4.882812e-04	-2.900679e-01	1.453748e-01	4.776281e-01	2.597606e-09						
25		2.441406e-04	-2.901038e-01	1.453898e-01	4.774925e-01	2.593105e-09						
